"userId","movieId","user_avg","movie_avg","global_avg","sim_usr1","sim_usr2","sim_usr3","sim_usr4","sim_usr5","sim_mov_1","sim_mov2","sim_mov3","sim_mov4","sim_mov5","m1_ratings","m2_ratings"
429,237,3.98275862068966,3.5,3.579625,5,3,3,4,3,4,4,4,5,4,4.06701231002808,4.12047223107857
429,252,3.98275862068966,3.66666666666667,3.579625,4,5,4,5,4,4,4,3,5,5,4.20882606506348,4.18075274484454
429,256,3.98275862068966,3.33333333333333,3.579625,4,4,4,3,3,3,5,5,4,4,3.87339568138123,3.98257857986732
429,257,3.98275862068966,4,3.579625,5,5,3,5,4,4,4,4,3,3,4.5452241897583,4.28610969394132
429,261,3.98275862068966,4.04545454545455,3.579625,5,3,5,4,3,4,4,4,5,5,4.51862573623657,4.36603436792531
429,266,3.98275862068966,3.46341463414634,3.579625,4,4,3,2,4,5,5,5,5,3,4.00025272369385,3.98224023662195
429,270,3.98275862068966,3.66666666666667,3.579625,3,3,3.98275862068966,3.98275862068966,3.98275862068966,3,5,4,4,3,4.20882606506348,4.27860961798978
429,274,3.98275862068966,3.6,3.579625,4,4,3,3,3.98275862068966,3,4,3,4,5,4.1607494354248,4.24448784134101
429,276,3.98275862068966,3.3125,3.579625,3,4,4,3,4,4,5,4,4,5,3.69947075843811,3.93133342722542
429,279,3.98275862068966,3,3.579625,3,3.98275862068966,3.98275862068966,3.98275862068966,3.98275862068966,5,3,5,4,4,3.58670926094055,4.20012825162552
429,281,3.98275862068966,3.81818181818182,3.579625,5,3,4,5,3,4,4,4,4,4,4.41482257843018,4.27402782955731
429,282,3.98275862068966,3.5,3.579625,5,4,5,3,3,4,5,5,5,4,4.06701231002808,4.13469319259218
429,289,3.98275862068966,3.4,3.579625,3,3,3,3,3.98275862068966,5,4,3,4,3,3.90684723854065,4.19108162016972
429,292,3.98275862068966,3.55,3.579625,5,5,5,5,5,5,5,5,5,3,4.086106300354,4.09947613568826
429,294,3.98275862068966,3,3.579625,3,3.98275862068966,3.98275862068966,3.98275862068966,3.98275862068966,3,5,3,5,3,3.58670926094055,4.19449706042427
429,300,3.98275862068966,3.54901960784314,3.579625,3,3,3,3,3,5,5,5,5,5,4.10051488876343,3.94319133999168
429,315,3.98275862068966,3.30769230769231,3.579625,5,3,3,3,3,4,3,2,4,5,3.75010895729065,3.88599983346228
429,316,3.98275862068966,3.24615384615385,3.579625,3,2,3,3,4,5,4,3,5,3,3.77040696144104,3.74574995197541
429,317,3.98275862068966,3.5,3.579625,4,3,3,3,3,3,5,5,4,3,4.06701231002808,4.00272173487696
429,329,3.98275862068966,3.3859649122807,3.579625,4,4,3,4,2,5,3,4,5,4,3.92538547515869,3.89114518635228
429,339,3.98275862068966,3.61111111111111,3.579625,4,5,4,4,5,5,5,5,5,5,4.14790630340576,4.18777688418602
429,380,3.98275862068966,3.52439024390244,3.579625,5,5,5,3,3,5,3,4,4,5,4.07087135314941,4.08145550721555
429,381,3.98275862068966,3.8,3.579625,3,5,3,4,3.98275862068966,5,5,3,4,5,4.35339212417603,4.21944600983488
429,553,3.98275862068966,3.8125,3.579625,3,5,5,5,4,5,3,5,3,5,4.28282928466797,4.28512090818904
429,164,3.98275862068966,3.4,3.579625,4,4,3,3,3.98275862068966,3,5,5,4,4,3.90684723854065,4.21239539306852
107,1,3.91176470588235,4.16363636363636,3.579625,3,4,5,5,4,5,5,3,3,5,4.45026445388794,4.63257891325032
107,2,3.91176470588235,3.88888888888889,3.579625,4,3,3,4,4,4,4,3,4,4,4.31754875183105,4.28850385986037
107,5,3.91176470588235,3.26666666666667,3.579625,3,3,3,3,3,5,5,4,4,3,3.54385018348694,3.61029211694143
107,11,3.91176470588235,4,3.579625,3,4,4,4,4,5,4,3,5,4,4.35805320739746,4.41072727587061
107,62,3.91176470588235,4,3.579625,5,5,3,4,5,4,5,5,4,5,4.35805320739746,4.53197417501116
107,104,3.91176470588235,3.59090909090909,3.579625,4,5,5,3,1,4,5,4,4,5,3.95373058319092,3.81515468999939
107,105,3.91176470588235,3.2,3.579625,3,3,3,3,2,4,5,5,4,5,3.55936622619629,4.03929657775022
107,140,3.91176470588235,3.54545454545455,3.579625,3,5,3,3,4,4,5,5,3,4,3.92232203483582,4.0500847937285
107,141,3.91176470588235,3.68888888888889,3.579625,4,4,3,4,3,4,5,4,5,4,4.11279249191284,4.15990060553778
191,1,3.74117647058824,4.16363636363636,3.579625,5,3,5,3,5,5,3,3,4,2,4.07568979263306,4.66769695198965
191,6,3.74117647058824,3.82857142857143,3.579625,3,3,5,3,5,5,3,4,5,3,3.9272575378418,4.23648581044039
191,16,3.74117647058824,3.89473684210526,3.579625,3,4,4,3,4,4,5,5,5,4,3.95807504653931,4.2616112585371
191,17,3.74117647058824,3.82758620689655,3.579625,5,5,3,4,5,5,4,5,5,5,3.93512058258057,4.26721925436905
191,21,3.74117647058824,3.45454545454545,3.579625,4,4,3,1,3,5,5,5,4,4,3.55216217041016,3.41191521317432
191,25,3.74117647058824,3.78947368421053,3.579625,4,5,5,3,2,4,5,5,5,5,3.89471125602722,4.18256332543951
191,32,3.74117647058824,3.93333333333333,3.579625,3,4,4,4,3,5,3,4,4,4,3.98920297622681,4.68117659762406
191,36,3.74117647058824,3.94285714285714,3.579625,3,5,5,4,4,5,5,5,4,4,3.86943316459656,4.03873204514133
191,52,3.74117647058824,3.64705882352941,3.579625,3,3,2,4,3,5,5,5,5,4,3.62639617919922,3.7943571960735
191,58,3.74117647058824,4.45454545454545,3.579625,5,5,5,5,4,5,5,5,5,5,4.44207239151001,4.2542689932767
191,85,3.74117647058824,4,3.579625,3,3,5,3.74117647058824,3.74117647058824,5,5,5,5,4,3.98347568511963,4.08246052593536
191,94,3.74117647058824,4,3.579625,4,4,4,4,3.74117647058824,5,4,5,5,5,3.98347568511963,3.94790684493248
191,95,3.74117647058824,3.44897959183673,3.579625,3,2,4,1,3,3,5,4,4,5,3.42646765708923,2.94478453043828
191,99,3.74117647058824,5,3.579625,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,4,5,5,1,4.89631271362305,4.1127477681422
191,111,3.74117647058824,4.1875,3.579625,5,5,4,5,4,5,4,5,5,5,4.13254499435425,4.57235569900089
191,140,3.74117647058824,3.54545454545455,3.579625,3,4,3,4,3,5,5,5,5,4,3.54774737358093,3.6594029924199
191,494,3.74117647058824,3.63636363636364,3.579625,4,2,4,2,3,3,4,5,4,5,3.5809531211853,3.68587385760623
191,581,3.74117647058824,4.5,3.579625,4,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,5,5,4,5,4.4659571647644,4.11128174375106
191,608,3.74117647058824,4.24137931034483,3.579625,5,4,5,5,5,5,5,5,4,5,4.29766464233398,4.3007369310444
191,668,3.74117647058824,5,3.579625,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,4,5,5,1,4.89631271362305,4.1127477681422
191,720,3.74117647058824,5,3.579625,5,5,5,3.74117647058824,3.74117647058824,5,5,4,5,5,4.89631271362305,4.43648821301002
191,34,3.74117647058824,4.04444444444444,3.579625,1,5,3,4,5,3,5,2,1,3,4.15097761154175,4.47099155325542
191,39,3.74117647058824,3.2,3.579625,5,3,3,3,3,3,5,1,3,1,3.18479132652283,2.47440920242321
191,72,3.74117647058824,4,3.579625,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,4,5,5,1,3.98347568511963,3.91087629636475
191,110,3.74117647058824,4.26388888888889,3.579625,5,4,5,4,3,4,3,1,2,1,4.27109622955322,5.41851083789508
191,144,3.74117647058824,3.28571428571429,3.579625,3,3,4,3,4,5,5,4,5,4,3.3546187877655,3.82169731497271
191,148,3.74117647058824,5,3.579625,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,4,5,5,1,4.89631271362305,4.1127477681422
191,150,3.74117647058824,3.95121951219512,3.579625,4,5,3,2,3,3,1,4,1,3,3.91658735275269,4.0891899590393
191,153,3.74117647058824,3.14285714285714,3.579625,4,3,3,3,1,3,3,2,1,5,3.16346001625061,1.64039677124176
191,155,3.74117647058824,4,3.579625,4,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,5,5,4,5,3.98347568511963,3.91130625909077
191,158,3.74117647058824,3.4,3.579625,3,4,3,3,3,1,4,1,1,1,3.34510231018066,3.2246100128348
191,159,3.74117647058824,2.5,3.579625,3,3,3,2,3,1,4,4,5,4,2.59695386886597,3.17820550412942
191,160,3.74117647058824,3.06666666666667,3.579625,3,1,3,3,3,1,2,1,1,3,3.06000876426697,2.28925126390471
191,161,3.74117647058824,3.78787878787879,3.579625,4,3,3,4,4,3,1,3,1,2,3.76242613792419,3.83999494409378
191,162,3.74117647058824,5,3.579625,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,4,5,5,1,4.89631271362305,4.1127477681422
191,175,3.74117647058824,4.75,3.579625,5,5,4,3.74117647058824,3.74117647058824,4,4,4,5,5,4.73909997940063,4.38463445566712
191,213,3.74117647058824,4.33333333333333,3.579625,5,3,3.74117647058824,3.74117647058824,3.74117647058824,5,5,4,5,5,4.39551258087158,4.02778015538681
191,215,3.74117647058824,3.5,3.579625,3,3,4,3.74117647058824,3.74117647058824,4,5,5,5,4,3.50526642799377,3.81318751101016
191,223,3.74117647058824,4.31578947368421,3.579625,5,3,4,3,4,5,5,5,5,4,4.4334135055542,4.74651087260378
191,224,3.74117647058824,3.48,3.579625,3,4,3,4,1,5,5,4,5,5,3.51974296569824,3.54477653923298
191,229,3.74117647058824,3.75,3.579625,3,3,4,3.74117647058824,3.74117647058824,4,4,5,5,4,3.75762438774109,3.93811307292486
191,230,3.74117647058824,3.75,3.579625,4,5,3,4,4,5,4,1,5,1,3.75762438774109,4.04479171440089
191,235,3.74117647058824,3.52,3.579625,4,4,3,4,3,4,5,4,4,5,3.48699498176575,3.87288974983956
191,236,3.74117647058824,3.56666666666667,3.579625,4,3,3,3,3,4,1,3,1,4,3.47317957878113,3.20366429355726
191,237,3.74117647058824,3.5,3.579625,3,3,4,4,3,3,5,3,2,5,3.50526642799377,3.23730297610284
191,246,3.74117647058824,4.30769230769231,3.579625,3,3,5,5,4,5,4,5,5,5,4.50788974761963,4.57626652068707
191,347,3.74117647058824,3.5,3.579625,3,3,3,3.74117647058824,3.74117647058824,4,5,5,4,5,3.50526642799377,3.99812544658427
191,348,3.74117647058824,3.27272727272727,3.579625,3,2,3,3,4,5,5,5,5,5,3.26810812950134,3.56795457139676
191,417,3.74117647058824,3.5,3.579625,2,3,5,3.74117647058824,3.74117647058824,4,5,5,4,5,3.50526642799377,3.82802424531259
191,427,3.74117647058824,2,3.579625,1,2,4,2,3.74117647058824,1,4,5,5,4,2.16881108283997,2.93971223975611
191,468,3.74117647058824,3.375,3.579625,3,3,3,4,3,4,4,5,5,5,3.3216712474823,3.60464274825744
191,47,3.74117647058824,3.90909090909091,3.579625,5,3,5,4,3,5,3,3,4,3,3.99431252479553,4.28433880571821
191,50,3.74117647058824,4.04878048780488,3.579625,5,4,5,4,3,4,4,4,5,4,4.13878583908081,5.27575072804626
191,151,3.74117647058824,3.85,3.579625,4,4,4,4,4,5,3,4,4,4,3.98301839828491,4.27947361902137
191,178,3.74117647058824,1,3.579625,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,4,5,5,1,1.16931390762329,3.30526188103241
191,193,3.74117647058824,2.5625,3.579625,2,3,1,2,3,4,2,5,3,2,2.43779921531677,1.91746911064786
191,194,3.74117647058824,3.375,3.579625,2,3,4,5,4,5,4,5,5,5,3.3216712474823,3.76834218888673
191,208,3.74117647058824,2.78947368421053,3.579625,3,2,2,2,2,3,1,2,3,1,2.78502106666565,0.775172231706527
191,261,3.74117647058824,4.04545454545455,3.579625,3,5,4,5,4,4,3,5,2,1,3.95687699317932,4.13466250525311
191,265,3.74117647058824,3.9,3.579625,5,5,4,3,2,4,4,5,5,5,4.00639581680298,4.49384144638529
191,269,3.74117647058824,3,3.579625,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,4,5,5,1,3.02496433258057,3.7090048245873
191,272,3.74117647058824,3.88888888888889,3.579625,5,3,2,5,5,4,5,5,5,4,3.94297385215759,4.15642266300335
191,281,3.74117647058824,3.81818181818182,3.579625,3,5,3,4,4,1,1,4,5,5,3.85307455062866,3.84240761425237
191,282,3.74117647058824,3.5,3.579625,2,4,2,4,4,5,3,1,2,1,3.50526642799377,3.38074313744241
191,283,3.74117647058824,3,3.579625,2,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,5,4,5,5,3.02496433258057,3.7857136201784
191,288,3.74117647058824,2.97727272727273,3.579625,3,5,3,4,1,5,3,4,4,1,2.97815108299255,2.16287662808539
191,292,3.74117647058824,3.55,3.579625,3,3,3,3,1,2,2,3,1,1,3.52436184883118,2.64254101331405
191,293,3.74117647058824,3.54545454545455,3.579625,3,3,5,3,3,1,5,5,3,4,3.54774737358093,3.70905230187488
191,296,3.74117647058824,3.86904761904762,3.579625,5,5,5,5,4,4,3,2,3,1,3.83599281311035,4.55408834867884
191,299,3.74117647058824,5,3.579625,5,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,5,5,4,5,4.89631271362305,4.12480236561577
191,300,3.74117647058824,3.54901960784314,3.579625,5,5,3,3,3,2,5,4,3,5,3.53876757621765,3.47761310116161
191,303,3.74117647058824,3,3.579625,4,3,4,3,1,5,1,5,1,3,3.02496433258057,3.25766934381472
191,306,3.74117647058824,4.66666666666667,3.579625,5,4,3.74117647058824,3.74117647058824,3.74117647058824,5,5,5,1,5,4.53558111190796,4.23620221550863
191,307,3.74117647058824,5,3.579625,5,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,5,1,5,5,4.89631271362305,4.23357098140601
191,308,3.74117647058824,5,3.579625,5,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,5,1,5,5,4.89631271362305,4.23357098140601
191,312,3.74117647058824,1.5,3.579625,3,1,1,3.74117647058824,3.74117647058824,5,5,5,4,1,1.32451570034027,3.07797810862269
191,314,3.74117647058824,4.11111111111111,3.579625,5,4,3,5,4,1,5,5,5,4,4.13541412353516,4.13501529511639
191,316,3.74117647058824,3.24615384615385,3.579625,3,3,4,3,4,3,3,1,2,1,3.20866203308105,1.87060583699001
191,318,3.74117647058824,4.40277777777778,3.579625,5,5,5,5,3,5,3,3,2,2,4.41873693466187,5.81077128621381
191,319,3.74117647058824,3.8,3.579625,3,3,5,4,3.74117647058824,5,4,4,5,5,3.7916431427002,3.99544835866686
191,337,3.74117647058824,4.03571428571429,3.579625,5,5,5,5,3,3,4,5,2,5,4.0214900970459,4.62666669985674
191,339,3.74117647058824,3.61111111111111,3.579625,3,3,3,3,2,1,2,3,1,1,3.5861599445343,3.13019395779216
191,380,3.74117647058824,3.52439024390244,3.579625,3,3,3,2,3,2,1,5,2,1,3.50912261009216,2.82576006346911
191,496,3.74117647058824,5,3.579625,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,3.74117647058824,5,4,5,5,1,4.89631271362305,4.1127477681422
191,673,3.74117647058824,3.6,3.579625,3,3,3,5,1,5,5,4,5,5,3.59900236129761,3.97588583907833
99,10,3.86792452830189,3.38888888888889,3.579625,3,5,3,5,3,5,5,2,5,4,3.94487929344177,3.88847690623549
99,22,3.86792452830189,3.5,3.579625,5,4,4,3,3,5,2,5,5,5,4.11565732955933,4.24339046467444
99,23,3.86792452830189,3.71428571428571,3.579625,5,3,5,4,3,2,4,3,3,5,4.38837432861328,4.37115276838517
99,122,3.86792452830189,3,3.579625,3,3,2,3,3,4,2,4,5,4,3.63535451889038,4.09966748106817
99,145,3.86792452830189,3.4,3.579625,3,3,3,3,3,3,5,5,2,3,3.95549249649048,3.9208916059566
99,150,3.86792452830189,3.95121951219512,3.579625,4,5,2,4,5,4,5,5,5,5,4.52697849273682,4.635127762839
99,153,3.86792452830189,3.14285714285714,3.579625,4,3,3,4,3,4,5,5,5,5,3.773850440979,3.7650520878512
99,160,3.86792452830189,3.06666666666667,3.579625,2,3,4,5,2,2,4,3,5,5,3.67039895057678,3.55268820716637
99,161,3.86792452830189,3.78787878787879,3.579625,4,5,5,4,3,5,5,5,5,4,4.37281703948975,4.42609617840131
99,163,3.86792452830189,3.14285714285714,3.579625,3,1,3,4,5,5,4,4,5,5,3.773850440979,3.86975244498085
99,165,3.86792452830189,3.62857142857143,3.579625,4,5,4,5,4,5,5,3,2,5,4.19204950332642,4.25454326155713
99,225,3.86792452830189,3.64285714285714,3.579625,5,3,4,4,3,5,5,5,5,5,4.17852592468262,4.23838382688439
99,227,3.86792452830189,3.15384615384615,3.579625,3,3,4,3,4,2,1,5,4,4,3.60262537002563,3.86864666372851
99,228,3.86792452830189,3,3.579625,3,3.86792452830189,3.86792452830189,3.86792452830189,3.86792452830189,1,5,5,4,4,3.63535451889038,4.12610945294747
99,231,3.86792452830189,2.94642857142857,3.579625,4,4,2,3,5,5,5,5,4,5,3.46221494674683,3.38942177861323
99,344,3.86792452830189,3.04285714285714,3.579625,4,5,1,3,5,5,4,5,5,5,3.60727477073669,3.67902088673616
99,349,3.86792452830189,3.66176470588235,3.579625,2,4,3,5,3,5,5,3,2,3,4.20448207855225,4.19406894126994
99,413,3.86792452830189,2.6,3.579625,2,3,4,4,3,4,3,4,5,2,3.14445972442627,3.63324186951923
99,416,3.86792452830189,2.6,3.579625,2,3,1,3,3.86792452830189,5,4,4,3,3,3.14445972442627,4.01639477590881
99,420,3.86792452830189,2.96428571428571,3.579625,1,2,3,4,3,5,2,3,4,5,3.48374152183533,3.2420309834244
99,434,3.86792452830189,3.203125,3.579625,3,3,4,3,4,5,5,5,3,5,3.76183676719666,3.77956972865533
99,435,3.86792452830189,2.74074074074074,3.579625,2,3,3,3,3,4,2,5,3,4,3.28474497795105,3.15056772316038
99,588,3.86792452830189,3.70588235294118,3.579625,2,3,5,3,5,5,4,5,3,5,4.30411815643311,4.16814982030284
99,592,3.86792452830189,3.27272727272727,3.579625,3,4,5,4,3,5,5,5,5,5,3.87849831581116,3.62786113721783
99,168,3.86792452830189,3.42307692307692,3.579625,3,5,4,4,5,4,3,5,5,4,3.93637490272522,4.00014702583065
99,196,3.86792452830189,2.71428571428571,3.579625,3,3,4,2,3,4,3,5,1,5,3.3568127155304,3.40382022449091
99,234,3.86792452830189,2.45454545454545,3.579625,2,2,3,2,4,3,4,5,5,1,2.90054082870483,3.35862627270229
99,236,3.86792452830189,3.56666666666667,3.579625,3,4,4,4,3,5,4,5,4,5,4.08357048034668,4.10870801773367
99,248,3.86792452830189,3.41666666666667,3.579625,3,3,4,5,5,4,3,2,5,4,4.01094245910645,4.01775348007462
99,252,3.86792452830189,3.66666666666667,3.579625,5,5,4,3,4,4,5,4,4,5,4.25747013092041,4.26770113367367
99,253,3.86792452830189,3.36363636363636,3.579625,4,3,4,4,3,5,5,5,4,2,3.9432315826416,3.78355489349889
99,256,3.86792452830189,3.33333333333333,3.579625,3,4,4,4,3,4,5,5,3,5,3.92204093933105,3.93783858744843
99,257,3.86792452830189,4,3.579625,4,5,3,3,5,4,5,3,4,4,4.59386777877808,4.43798698259405
99,259,3.86792452830189,3.25,3.579625,4,3,3,3.86792452830189,3.86792452830189,2,3,4,5,4,3.86652898788452,4.1487446569297
99,266,3.86792452830189,3.46341463414634,3.579625,3,4,3,5,5,5,5,5,4,4,4.04889822006226,3.93172843302403
99,276,3.86792452830189,3.3125,3.579625,3,4,3,3,2,4,3,2,3,5,3.74811601638794,3.83696142607252
99,281,3.86792452830189,3.81818181818182,3.579625,4,4,3,3,4,1,5,3,4,5,4.46346664428711,4.41817416261173
99,282,3.86792452830189,3.5,3.579625,4,5,3,5,5,5,5,5,5,4,4.11565732955933,4.22665463840263
99,288,3.86792452830189,2.97727272727273,3.579625,3,3,1,5,3,4,5,4,5,5,3.58854126930237,3.30107046238675
99,292,3.86792452830189,3.55,3.579625,5,4,5,3,5,5,3,5,4,2,4.13475179672241,4.24807453003964
99,293,3.86792452830189,3.54545454545455,3.579625,5,1,3,5,3,4,3,5,2,5,4.15813779830933,4.09651314135513
99,296,3.86792452830189,3.86904761904762,3.579625,4,5,1,3,3,5,4,5,5,5,4.44638395309448,4.13927606757677
99,315,3.86792452830189,3.30769230769231,3.579625,3,4,3,3,5,1,5,5,2,2,3.79875421524048,3.73097377842808
99,318,3.86792452830189,4.40277777777778,3.579625,5,5,4,5,5,5,4,5,5,3,5.02912473678589,4.99303327838747
99,325,3.86792452830189,3.33333333333333,3.579625,3,5,3.86792452830189,3.86792452830189,3.86792452830189,3,4,4,2,3,3.92204093933105,4.05390074375625
99,204,3.86792452830189,2.73684210526316,3.579625,2,4,1,4,2,3,3,2,4,5,3.25799512863159,3.26931937305277
99,312,3.86792452830189,1.5,3.579625,1,3,1,3.86792452830189,3.86792452830189,3,5,5,5,5,1.93490648269653,3.7425240191609
99,316,3.86792452830189,3.24615384615385,3.579625,3,3,3,2,4,5,5,5,4,5,3.81905221939087,3.62468328285256
99,333,3.86792452830189,4.05882352941176,3.579625,5,5,4,3,5,3,3,5,2,4,4.63922595977783,4.59183911553849
99,337,3.86792452830189,4.03571428571429,3.579625,5,3,3,3,4,4,5,4,5,5,4.63188076019287,4.43056873727589
99,339,3.86792452830189,3.61111111111111,3.579625,4,5,4,5,4,4,5,5,5,5,4.19654989242554,4.36328696876949
99,380,3.86792452830189,3.52439024390244,3.579625,3,3,5,3,5,4,5,5,3,5,4.11951541900635,4.20321552774575
99,555,3.86792452830189,3.52941176470588,3.579625,4,4,4,3,3,5,4,5,5,5,4.15575647354126,4.10112676088322
54,150,3.03030303030303,3.95121951219512,3.579625,4,3,4,4,3,3,3,4,3,4,3.26382732391357,3.25323111167769
54,296,3.03030303030303,3.86904761904762,3.579625,1,3,4,5,3,4,3,3,3,3,3.18323278427124,3.19338228028459
54,590,3.03030303030303,3.84810126582278,3.579625,4,4,3,2,4,3,3,4,3,3,3.18824481964111,3.20491002542484
54,592,3.03030303030303,3.27272727272727,3.579625,3,3,3,3,3,3,3,3,3,4,2.61534810066223,2.97791898519422
54,1,3.03030303030303,4.16363636363636,3.579625,4,4,5,5,3,3,3,4,3,3,3.42292547225952,3.33703174322305
54,588,3.03030303030303,3.70588235294118,3.579625,3,2,4,3,3,3,3,3,3,3,3.04096794128418,3.14751059294411
54,161,3.03030303030303,3.78787878787879,3.579625,3,3,4,4,3,3,3,3,3,3,3.10966610908508,3.16760380202777
54,318,3.03030303030303,4.40277777777778,3.579625,5,3,5,5,4,3,3,3,3,3,3.76597595214844,3.414831360449
54,329,3.03030303030303,3.3859649122807,3.579625,4,4,4,2,5,3,3,3,3,3,2.71088051795959,2.99785792745775
54,339,3.03030303030303,3.61111111111111,3.579625,3,3,4,3,4,3,3,3,3,3,2.93339991569519,3.11914200654331
54,595,3.03030303030303,3.76785714285714,3.579625,4,4,4,3,3,3,3,3,3,3,3.06780672073364,3.15685291321649
54,32,3.03030303030303,3.93333333333333,3.579625,5,5,5,4,3,3,3,3,4,3,3.33644342422485,3.25848029504381
54,205,3.03030303030303,3,3.579625,3,4,2,3.03030303030303,3.03030303030303,3,3,3,3,3,2.37220430374146,3.15556856696037
54,110,3.03030303030303,4.26388888888889,3.579625,4,3,5,5,3,4,3,3,3,3,3.61833691596985,3.37739441374927
54,194,3.03030303030303,3.375,3.579625,3,2,1,5,5,3,3,3,4,3,2.66891121864319,3.13374377458043
